Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy,shortage_units,risk_level
Lisinopril,8759,4123,Quarterly,4636,HIGH
Lisinopril,7743,3107,Weekly,4636,HIGH
Lisinopril,6524,1888,Quarterly,4636,HIGH
Metformin,9857,5221,Monthly,4636,MEDIUM
Atorvastatin,6540,1905,Quarterly,4635,HIGH
Insulin,9861,5226,Weekly,4635,MEDIUM
Atorvastatin,9449,4814,Weekly,4635,MEDIUM
Lisinopril,8567,3932,Weekly,4635,HIGH
Lisinopril,6655,2020,Quarterly,4635,HIGH
Lisinopril,7353,2719,Weekly,4634,HIGH
Lisinopril,7489,2855,Quarterly,4634,HIGH
Atorvastatin,8154,3520,Monthly,4634,HIGH
Atorvastatin,9983,5349,Monthly,4634,MEDIUM
Insulin,7331,2698,Quarterly,4633,HIGH
Insulin,9780,5148,Monthly,4632,MEDIUM
Insulin,6672,2040,Weekly,4632,HIGH
Atorvastatin,6242,1610,Monthly,4632,HIGH
Atorvastatin,7695,3063,Weekly,4632,HIGH
Metformin,6729,2097,Monthly,4632,HIGH
Metformin,9013,4381,Monthly,4632,HIGH
Insulin,9314,4682,Monthly,4632,MEDIUM
Atorvastatin,9788,5156,Quarterly,4632,MEDIUM
Lisinopril,9255,4624,Weekly,4631,HIGH
Lisinopril,7731,3100,Weekly,4631,HIGH
Metformin,7422,2791,Weekly,4631,HIGH
Metformin,7097,2467,Quarterly,4630,HIGH
Atorvastatin,8203,3573,Quarterly,4630,HIGH
Metformin,7432,2802,Monthly,4630,HIGH
Atorvastatin,8505,3875,Weekly,4630,HIGH
Metformin,9849,5220,Quarterly,4629,MEDIUM
Lisinopril,7501,2872,Quarterly,4629,HIGH
Metformin,9127,4499,Monthly,4628,HIGH
Atorvastatin,9084,4456,Weekly,4628,HIGH
Atorvastatin,7518,2890,Quarterly,4628,HIGH
Metformin,8087,3459,Quarterly,4628,HIGH
Insulin,9092,4465,Quarterly,4627,HIGH
Lisinopril,9335,4708,Weekly,4627,MEDIUM
Metformin,7047,2420,Quarterly,4627,HIGH
Lisinopril,8724,4097,Monthly,4627,HIGH
Metformin,7045,2418,Monthly,4627,HIGH
Insulin,8859,4232,Weekly,4627,HIGH
Atorvastatin,6260,1633,Quarterly,4627,HIGH
Metformin,6823,2197,Monthly,4626,HIGH
Insulin,9201,4575,Monthly,4626,HIGH
Lisinopril,6909,2283,Monthly,4626,HIGH
Lisinopril,7467,2841,Monthly,4626,HIGH
Atorvastatin,7897,3271,Monthly,4626,HIGH
Lisinopril,6913,2287,Monthly,4626,HIGH
Atorvastatin,8623,3998,Weekly,4625,HIGH
Lisinopril,8541,3916,Weekly,4625,HIGH
Atorvastatin,9748,5123,Monthly,4625,MEDIUM
Metformin,6915,2290,Quarterly,4625,HIGH
Lisinopril,9733,5110,Weekly,4623,MEDIUM
Atorvastatin,9439,4816,Weekly,4623,MEDIUM
Metformin,9290,4667,Weekly,4623,MEDIUM
Metformin,7680,3057,Monthly,4623,HIGH
Atorvastatin,7933,3311,Monthly,4622,HIGH
Lisinopril,8548,3926,Quarterly,4622,HIGH
Atorvastatin,8292,3671,Weekly,4621,HIGH
Atorvastatin,8255,3634,Monthly,4621,HIGH
Insulin,9321,4700,Quarterly,4621,MEDIUM
Atorvastatin,6272,1651,Weekly,4621,HIGH
Metformin,7553,2932,Weekly,4621,HIGH
Lisinopril,6708,2087,Weekly,4621,HIGH
Lisinopril,8406,3785,Weekly,4621,HIGH
Atorvastatin,9767,5147,Quarterly,4620,MEDIUM
Metformin,9686,5066,Monthly,4620,MEDIUM
Metformin,8788,4168,Quarterly,4620,HIGH
Lisinopril,6629,2009,Monthly,4620,HIGH
Insulin,6607,1987,Quarterly,4620,HIGH
Atorvastatin,9579,4960,Quarterly,4619,MEDIUM
Metformin,7787,3168,Quarterly,4619,HIGH
Insulin,6159,1540,Monthly,4619,HIGH
Metformin,8963,4344,Monthly,4619,HIGH
Atorvastatin,7719,3100,Weekly,4619,HIGH
Atorvastatin,7749,3131,Quarterly,4618,HIGH
Lisinopril,8077,3459,Quarterly,4618,HIGH
Insulin,6982,2364,Monthly,4618,HIGH
Metformin,8096,3479,Quarterly,4617,HIGH
Lisinopril,8748,4131,Monthly,4617,HIGH
Lisinopril,7032,2415,Weekly,4617,HIGH
Lisinopril,6148,1531,Monthly,4617,HIGH
Lisinopril,7964,3348,Quarterly,4616,HIGH
Lisinopril,7822,3207,Quarterly,4615,HIGH
Lisinopril,7121,2506,Weekly,4615,HIGH
Insulin,8928,4313,Monthly,4615,HIGH
Atorvastatin,9390,4775,Monthly,4615,MEDIUM
Insulin,7442,2827,Quarterly,4615,HIGH
Atorvastatin,7728,3113,Quarterly,4615,HIGH
Atorvastatin,6427,1812,Quarterly,4615,HIGH
Insulin,9539,4924,Monthly,4615,MEDIUM
Insulin,6599,1985,Weekly,4614,HIGH
Insulin,8808,4194,Weekly,4614,HIGH
Atorvastatin,8693,4079,Monthly,4614,HIGH
Metformin,8335,3722,Weekly,4613,HIGH
Lisinopril,9807,5194,Monthly,4613,MEDIUM
Lisinopril,6592,1979,Weekly,4613,HIGH
Atorvastatin,9133,4520,Monthly,4613,HIGH
Insulin,6392,1779,Quarterly,4613,HIGH
Atorvastatin,6144,1532,Monthly,4612,HIGH
Metformin,9537,4925,Weekly,4612,MEDIUM
Lisinopril,6323,1711,Weekly,4612,HIGH
Atorvastatin,9925,5314,Quarterly,4611,MEDIUM
Atorvastatin,6680,2069,Quarterly,4611,HIGH
Insulin,6434,1823,Monthly,4611,HIGH
Atorvastatin,9093,4482,Weekly,4611,HIGH
Lisinopril,7792,3181,Quarterly,4611,HIGH
Lisinopril,9582,4971,Quarterly,4611,MEDIUM
Lisinopril,8337,3727,Monthly,4610,HIGH
Insulin,9143,4533,Quarterly,4610,HIGH
Atorvastatin,7967,3357,Monthly,4610,HIGH
Atorvastatin,8892,4282,Weekly,4610,HIGH
Insulin,7775,3165,Monthly,4610,HIGH
Lisinopril,8028,3419,Monthly,4609,HIGH
Atorvastatin,8711,4102,Monthly,4609,HIGH
Metformin,7020,2411,Monthly,4609,HIGH
Lisinopril,6726,2117,Monthly,4609,HIGH
Insulin,7955,3347,Weekly,4608,HIGH
Insulin,9511,4903,Monthly,4608,MEDIUM
Insulin,9887,5279,Quarterly,4608,MEDIUM
Insulin,8737,4130,Weekly,4607,HIGH
Atorvastatin,7435,2828,Weekly,4607,HIGH
Insulin,9576,4970,Monthly,4606,MEDIUM
Insulin,6986,2380,Weekly,4606,HIGH
Atorvastatin,8446,3840,Monthly,4606,HIGH
Insulin,8785,4179,Quarterly,4606,HIGH
Metformin,8842,4236,Monthly,4606,HIGH
Metformin,7518,2913,Weekly,4605,HIGH
Lisinopril,7173,2568,Monthly,4605,HIGH
Atorvastatin,7305,2700,Weekly,4605,HIGH
Insulin,9174,4569,Quarterly,4605,HIGH
Insulin,7007,2402,Quarterly,4605,HIGH
Insulin,9812,5208,Monthly,4604,MEDIUM
Insulin,6436,1832,Weekly,4604,HIGH
Lisinopril,6115,1511,Quarterly,4604,HIGH
Insulin,9331,4727,Monthly,4604,MEDIUM
Insulin,7868,3265,Weekly,4603,HIGH
Insulin,9161,4558,Quarterly,4603,HIGH
Metformin,6136,1533,Monthly,4603,HIGH
Lisinopril,6599,1996,Quarterly,4603,HIGH
Atorvastatin,7852,3250,Weekly,4602,HIGH
Insulin,9871,5269,Weekly,4602,MEDIUM
Metformin,9720,5118,Weekly,4602,MEDIUM
Metformin,7954,3352,Quarterly,4602,HIGH
Insulin,7384,2783,Monthly,4601,HIGH
Atorvastatin,6440,1840,Monthly,4600,HIGH
Insulin,7565,2965,Quarterly,4600,HIGH
Lisinopril,7493,2893,Quarterly,4600,HIGH
Metformin,9240,4641,Monthly,4599,MEDIUM
Metformin,8121,3522,Quarterly,4599,HIGH
Atorvastatin,7757,3158,Monthly,4599,HIGH
Lisinopril,9811,5214,Quarterly,4597,MEDIUM
Lisinopril,7967,3370,Quarterly,4597,HIGH
Insulin,8793,4196,Monthly,4597,HIGH
Insulin,9584,4987,Weekly,4597,MEDIUM
Lisinopril,7662,3066,Monthly,4596,HIGH
Atorvastatin,8787,4191,Monthly,4596,HIGH
Metformin,6992,2397,Weekly,4595,HIGH
Atorvastatin,8380,3785,Quarterly,4595,HIGH
Lisinopril,9578,4983,Monthly,4595,MEDIUM
Metformin,7319,2724,Quarterly,4595,HIGH
Metformin,9097,4503,Quarterly,4594,HIGH
Atorvastatin,7302,2708,Quarterly,4594,HIGH
Lisinopril,9159,4565,Quarterly,4594,HIGH
Metformin,6401,1807,Monthly,4594,HIGH
Atorvastatin,7019,2425,Weekly,4594,HIGH
Metformin,7034,2441,Monthly,4593,HIGH
Lisinopril,6181,1588,Monthly,4593,HIGH
Insulin,9744,5151,Monthly,4593,MEDIUM
Atorvastatin,8976,4383,Quarterly,4593,HIGH
Metformin,7760,3167,Weekly,4593,HIGH
Insulin,8906,4313,Weekly,4593,HIGH
Insulin,7063,2471,Weekly,4592,HIGH
Lisinopril,6694,2102,Monthly,4592,HIGH
Insulin,9640,5049,Weekly,4591,MEDIUM
Lisinopril,9943,5352,Monthly,4591,MEDIUM
Lisinopril,9352,4761,Quarterly,4591,MEDIUM
Metformin,6994,2404,Monthly,4590,HIGH
Insulin,6165,1575,Weekly,4590,HIGH
Atorvastatin,9663,5074,Weekly,4589,MEDIUM
Atorvastatin,8967,4378,Monthly,4589,HIGH
Metformin,7170,2581,Weekly,4589,HIGH
Atorvastatin,9012,4423,Quarterly,4589,HIGH
Insulin,7787,3199,Quarterly,4588,HIGH
Lisinopril,7847,3259,Weekly,4588,HIGH
Lisinopril,8027,3439,Weekly,4588,HIGH
Atorvastatin,8393,3805,Weekly,4588,HIGH
Atorvastatin,6105,1517,Monthly,4588,HIGH
Lisinopril,9628,5040,Weekly,4588,MEDIUM
Insulin,6437,1849,Quarterly,4588,HIGH
Metformin,7037,2450,Monthly,4587,HIGH
Metformin,7393,2806,Quarterly,4587,HIGH
Metformin,8703,4117,Quarterly,4586,HIGH
Insulin,9514,4928,Monthly,4586,MEDIUM
Insulin,9248,4662,Monthly,4586,MEDIUM
Metformin,7333,2747,Monthly,4586,HIGH
Metformin,9871,5285,Monthly,4586,MEDIUM
Metformin,8537,3952,Quarterly,4585,HIGH
Insulin,9256,4671,Quarterly,4585,MEDIUM
Lisinopril,7293,2708,Monthly,4585,HIGH
Atorvastatin,8064,3479,Quarterly,4585,HIGH
Lisinopril,6437,1853,Quarterly,4584,HIGH
Atorvastatin,8073,3489,Monthly,4584,HIGH
Atorvastatin,6230,1646,Weekly,4584,HIGH
Lisinopril,6430,1846,Quarterly,4584,HIGH
Atorvastatin,6186,1602,Weekly,4584,HIGH
Lisinopril,6271,1687,Weekly,4584,HIGH
Atorvastatin,8910,4327,Monthly,4583,HIGH
Lisinopril,7896,3314,Weekly,4582,HIGH
Insulin,6531,1949,Weekly,4582,HIGH
Lisinopril,8715,4133,Monthly,4582,HIGH
Atorvastatin,8027,3445,Weekly,4582,HIGH
Atorvastatin,7427,2846,Weekly,4581,HIGH
Metformin,8895,4314,Monthly,4581,HIGH
Insulin,8102,3521,Monthly,4581,HIGH
Insulin,7734,3154,Monthly,4580,HIGH
Metformin,7479,2899,Quarterly,4580,HIGH
Atorvastatin,8852,4272,Monthly,4580,HIGH
Metformin,6735,2155,Monthly,4580,HIGH
Atorvastatin,8358,3779,Monthly,4579,HIGH
Metformin,8520,3941,Monthly,4579,HIGH
Insulin,9573,4994,Monthly,4579,MEDIUM
Insulin,9699,5120,Weekly,4579,MEDIUM
Atorvastatin,8100,3521,Monthly,4579,HIGH
Metformin,7189,2610,Quarterly,4579,HIGH
Lisinopril,8298,3719,Monthly,4579,HIGH
Metformin,8737,4159,Quarterly,4578,HIGH
Metformin,9549,4971,Weekly,4578,MEDIUM
Lisinopril,9925,5348,Weekly,4577,MEDIUM
Insulin,6664,2087,Quarterly,4577,HIGH
Atorvastatin,9328,4751,Monthly,4577,MEDIUM
Atorvastatin,7064,2487,Quarterly,4577,HIGH
Atorvastatin,8142,3565,Monthly,4577,HIGH
Metformin,7888,3312,Weekly,4576,HIGH
Insulin,8055,3479,Quarterly,4576,HIGH
Atorvastatin,8463,3888,Weekly,4575,HIGH
Atorvastatin,7760,3185,Weekly,4575,HIGH
Metformin,7534,2959,Monthly,4575,HIGH
Metformin,9772,5198,Monthly,4574,MEDIUM
Metformin,7192,2618,Quarterly,4574,HIGH
Lisinopril,7587,3014,Weekly,4573,HIGH
Atorvastatin,9756,5183,Monthly,4573,MEDIUM
Insulin,6883,2310,Quarterly,4573,HIGH
Insulin,6682,2109,Monthly,4573,HIGH
Insulin,8825,4252,Monthly,4573,HIGH
Atorvastatin,8454,3882,Quarterly,4572,HIGH
Lisinopril,8738,4166,Quarterly,4572,HIGH
Lisinopril,6614,2042,Monthly,4572,HIGH
Lisinopril,7185,2613,Weekly,4572,HIGH
Atorvastatin,9175,4603,Monthly,4572,MEDIUM
Insulin,9866,5294,Monthly,4572,MEDIUM
Insulin,9345,4773,Monthly,4572,MEDIUM
Lisinopril,6277,1705,Weekly,4572,HIGH
Metformin,6457,1886,Monthly,4571,HIGH
Metformin,6237,1666,Quarterly,4571,HIGH
Insulin,8550,3979,Quarterly,4571,HIGH
Insulin,8781,4210,Monthly,4571,HIGH
Lisinopril,7683,3112,Quarterly,4571,HIGH
Atorvastatin,8856,4285,Quarterly,4571,HIGH
Atorvastatin,9526,4955,Monthly,4571,MEDIUM
Lisinopril,9093,4522,Quarterly,4571,HIGH
Lisinopril,7050,2480,Quarterly,4570,HIGH
Lisinopril,7083,2513,Weekly,4570,HIGH
Atorvastatin,9747,5177,Quarterly,4570,MEDIUM
Atorvastatin,9565,4997,Monthly,4568,MEDIUM
Lisinopril,7239,2671,Quarterly,4568,HIGH
Metformin,8395,3827,Quarterly,4568,HIGH
Lisinopril,7419,2851,Weekly,4568,HIGH
Atorvastatin,7698,3130,Monthly,4568,HIGH
Metformin,8632,4064,Quarterly,4568,HIGH
Atorvastatin,9137,4569,Weekly,4568,MEDIUM
Metformin,9689,5121,Quarterly,4568,MEDIUM
Metformin,6736,2168,Quarterly,4568,HIGH
Insulin,6732,2165,Monthly,4567,HIGH
Insulin,6755,2188,Monthly,4567,HIGH
Metformin,9993,5426,Quarterly,4567,MEDIUM
Lisinopril,6541,1974,Weekly,4567,HIGH
Lisinopril,7901,3334,Quarterly,4567,HIGH
Insulin,9829,5263,Quarterly,4566,MEDIUM
Atorvastatin,9350,4784,Quarterly,4566,MEDIUM
Atorvastatin,6442,1876,Quarterly,4566,HIGH
Insulin,8385,3819,Quarterly,4566,HIGH
Lisinopril,7144,2578,Monthly,4566,HIGH
Lisinopril,6791,2225,Monthly,4566,HIGH
Atorvastatin,7116,2551,Monthly,4565,HIGH
Metformin,9645,5080,Weekly,4565,MEDIUM
Lisinopril,7280,2715,Monthly,4565,HIGH
Lisinopril,8455,3891,Weekly,4564,HIGH
Insulin,8669,4105,Weekly,4564,HIGH
Metformin,7653,3089,Quarterly,4564,HIGH
Insulin,9926,5362,Monthly,4564,MEDIUM
Lisinopril,9619,5055,Quarterly,4564,MEDIUM
Atorvastatin,6212,1648,Monthly,4564,HIGH
Insulin,7100,2536,Monthly,4564,HIGH
Lisinopril,8863,4299,Quarterly,4564,HIGH
Metformin,7197,2634,Quarterly,4563,HIGH
Atorvastatin,9114,4551,Quarterly,4563,HIGH
Lisinopril,8896,4333,Weekly,4563,HIGH
Lisinopril,6943,2380,Quarterly,4563,HIGH
Metformin,9960,5397,Quarterly,4563,MEDIUM
Lisinopril,8888,4325,Quarterly,4563,HIGH
Metformin,8399,3836,Weekly,4563,HIGH
Atorvastatin,8448,3885,Monthly,4563,HIGH
Insulin,9152,4589,Quarterly,4563,MEDIUM
Atorvastatin,6884,2321,Quarterly,4563,HIGH
Insulin,9151,4589,Monthly,4562,MEDIUM
Metformin,6649,2087,Weekly,4562,HIGH
Lisinopril,8958,4396,Weekly,4562,HIGH
Lisinopril,6395,1834,Weekly,4561,HIGH
Metformin,6104,1543,Monthly,4561,HIGH
Atorvastatin,6127,1566,Monthly,4561,HIGH
Atorvastatin,9529,4968,Weekly,4561,MEDIUM
Insulin,8697,4137,Weekly,4560,HIGH
Insulin,7103,2543,Quarterly,4560,HIGH
Lisinopril,9522,4962,Quarterly,4560,MEDIUM
Atorvastatin,7422,2862,Quarterly,4560,HIGH
Insulin,7709,3150,Weekly,4559,HIGH
Atorvastatin,6193,1634,Weekly,4559,HIGH
Metformin,8598,4039,Quarterly,4559,HIGH
Metformin,6610,2051,Weekly,4559,HIGH
Atorvastatin,6395,1836,Quarterly,4559,HIGH
Metformin,6151,1592,Monthly,4559,HIGH
Lisinopril,8865,4307,Monthly,4558,HIGH
Atorvastatin,8556,3998,Weekly,4558,HIGH
Insulin,7969,3411,Quarterly,4558,HIGH
Insulin,9031,4473,Weekly,4558,HIGH
Atorvastatin,6673,2115,Monthly,4558,HIGH
Metformin,6870,2312,Monthly,4558,HIGH
Insulin,7094,2536,Quarterly,4558,HIGH
Insulin,7851,3294,Monthly,4557,HIGH
Atorvastatin,9163,4606,Quarterly,4557,MEDIUM
Atorvastatin,6679,2122,Monthly,4557,HIGH
Lisinopril,9206,4650,Quarterly,4556,MEDIUM
Lisinopril,9280,4724,Quarterly,4556,MEDIUM
Metformin,9137,4581,Quarterly,4556,MEDIUM
Lisinopril,7761,3205,Weekly,4556,HIGH
Atorvastatin,9965,5409,Weekly,4556,MEDIUM
Metformin,9091,4535,Monthly,4556,HIGH
Metformin,7937,3382,Quarterly,4555,HIGH
Lisinopril,9721,5166,Monthly,4555,MEDIUM
Atorvastatin,9512,4957,Quarterly,4555,MEDIUM
Lisinopril,7223,2668,Weekly,4555,HIGH
Insulin,9098,4543,Monthly,4555,HIGH
Metformin,8807,4253,Monthly,4554,HIGH
Insulin,6387,1833,Weekly,4554,HIGH
Lisinopril,6714,2160,Weekly,4554,HIGH
Lisinopril,7692,3139,Weekly,4553,HIGH
Atorvastatin,7121,2568,Monthly,4553,HIGH
Lisinopril,9044,4491,Quarterly,4553,HIGH
Atorvastatin,8135,3582,Quarterly,4553,HIGH
Lisinopril,6464,1911,Monthly,4553,HIGH
Lisinopril,6626,2074,Weekly,4552,HIGH
Metformin,8559,4007,Monthly,4552,HIGH
Insulin,9805,5253,Monthly,4552,MEDIUM
Atorvastatin,7547,2995,Monthly,4552,HIGH
Lisinopril,9142,4590,Quarterly,4552,MEDIUM
Atorvastatin,7068,2517,Monthly,4551,HIGH
Insulin,8874,4323,Weekly,4551,HIGH
Atorvastatin,9590,5039,Quarterly,4551,MEDIUM
Lisinopril,6869,2318,Monthly,4551,HIGH
Insulin,8076,3525,Weekly,4551,HIGH
Atorvastatin,7761,3211,Weekly,4550,HIGH
Insulin,8778,4228,Monthly,4550,HIGH
Insulin,7786,3236,Quarterly,4550,HIGH
Insulin,8742,4192,Monthly,4550,HIGH
Metformin,7886,3336,Weekly,4550,HIGH
Atorvastatin,7111,2561,Monthly,4550,HIGH
Atorvastatin,8278,3728,Monthly,4550,HIGH
Lisinopril,6240,1690,Weekly,4550,HIGH
Metformin,6404,1855,Monthly,4549,HIGH
Lisinopril,6955,2406,Quarterly,4549,HIGH
Insulin,7839,3290,Weekly,4549,HIGH
Metformin,7761,3214,Monthly,4547,HIGH
Atorvastatin,8331,3784,Weekly,4547,HIGH
Insulin,6907,2360,Weekly,4547,HIGH
Metformin,9059,4512,Weekly,4547,HIGH
Atorvastatin,9626,5080,Weekly,4546,MEDIUM
Metformin,9654,5108,Monthly,4546,MEDIUM
Insulin,8518,3972,Quarterly,4546,HIGH
Metformin,9513,4967,Quarterly,4546,MEDIUM
Insulin,8663,4118,Monthly,4545,HIGH
Atorvastatin,8411,3866,Monthly,4545,HIGH
Insulin,8509,3964,Quarterly,4545,HIGH
Metformin,7226,2681,Quarterly,4545,HIGH
Insulin,8482,3937,Quarterly,4545,HIGH
Atorvastatin,9997,5452,Weekly,4545,MEDIUM
Lisinopril,9512,4967,Quarterly,4545,MEDIUM
Atorvastatin,6452,1907,Quarterly,4545,HIGH
Atorvastatin,7060,2516,Quarterly,4544,HIGH
Lisinopril,6492,1949,Weekly,4543,HIGH
Atorvastatin,7543,3000,Quarterly,4543,HIGH
Insulin,6498,1956,Weekly,4542,HIGH
Metformin,7062,2520,Weekly,4542,HIGH
Metformin,6433,1891,Monthly,4542,HIGH
Metformin,8348,3806,Quarterly,4542,HIGH
Metformin,6789,2248,Monthly,4541,HIGH
Insulin,7396,2855,Monthly,4541,HIGH
Atorvastatin,9933,5392,Monthly,4541,MEDIUM
Insulin,8460,3920,Quarterly,4540,HIGH
Insulin,8251,3711,Monthly,4540,HIGH
Atorvastatin,6193,1653,Weekly,4540,HIGH
Insulin,8882,4342,Monthly,4540,HIGH
Lisinopril,7695,3156,Quarterly,4539,HIGH
Metformin,9389,4850,Quarterly,4539,MEDIUM
Insulin,7752,3213,Quarterly,4539,HIGH
Atorvastatin,6221,1682,Quarterly,4539,HIGH
Atorvastatin,7738,3199,Weekly,4539,HIGH
Insulin,8163,3624,Monthly,4539,HIGH
Insulin,7982,3443,Weekly,4539,HIGH
Lisinopril,9996,5457,Weekly,4539,MEDIUM
Atorvastatin,8318,3779,Monthly,4539,HIGH
Metformin,9788,5250,Weekly,4538,MEDIUM
Atorvastatin,7991,3453,Monthly,4538,HIGH
Lisinopril,8553,4015,Quarterly,4538,HIGH
Atorvastatin,7719,3181,Monthly,4538,HIGH
Atorvastatin,7758,3220,Weekly,4538,HIGH
Insulin,7278,2740,Monthly,4538,HIGH
Atorvastatin,6367,1830,Quarterly,4537,HIGH
Lisinopril,9527,4990,Quarterly,4537,MEDIUM
Insulin,7553,3016,Quarterly,4537,HIGH
Atorvastatin,6905,2368,Monthly,4537,HIGH
Insulin,7533,2996,Weekly,4537,HIGH
Atorvastatin,7731,3195,Quarterly,4536,HIGH
Insulin,9624,5088,Weekly,4536,MEDIUM
Lisinopril,9490,4954,Monthly,4536,MEDIUM
Lisinopril,7882,3346,Weekly,4536,HIGH
Insulin,8137,3602,Monthly,4535,HIGH
Atorvastatin,9160,4625,Monthly,4535,MEDIUM
Insulin,6828,2293,Weekly,4535,HIGH
Metformin,9484,4949,Monthly,4535,MEDIUM
Lisinopril,8486,3951,Weekly,4535,HIGH
Insulin,6197,1664,Quarterly,4533,HIGH
Metformin,9631,5098,Weekly,4533,MEDIUM
Lisinopril,8589,4056,Weekly,4533,HIGH
Metformin,8857,4324,Quarterly,4533,HIGH
Lisinopril,9616,5083,Weekly,4533,MEDIUM
Metformin,6981,2449,Monthly,4532,HIGH
Lisinopril,8597,4065,Monthly,4532,HIGH
Insulin,9505,4973,Quarterly,4532,MEDIUM
Lisinopril,8182,3650,Quarterly,4532,HIGH
Atorvastatin,6989,2458,Quarterly,4531,HIGH
Lisinopril,7394,2863,Quarterly,4531,HIGH
Metformin,6425,1894,Quarterly,4531,HIGH
Lisinopril,9825,5294,Monthly,4531,MEDIUM
Insulin,9431,4901,Quarterly,4530,MEDIUM
Lisinopril,7449,2919,Monthly,4530,HIGH
Metformin,7565,3035,Weekly,4530,HIGH
Atorvastatin,9062,4532,Monthly,4530,MEDIUM
Insulin,9681,5151,Quarterly,4530,MEDIUM
Lisinopril,6352,1822,Quarterly,4530,HIGH
Insulin,9990,5461,Weekly,4529,MEDIUM
Insulin,6939,2410,Weekly,4529,HIGH
Insulin,8913,4384,Weekly,4529,HIGH
Insulin,8500,3971,Quarterly,4529,HIGH
Atorvastatin,7878,3350,Monthly,4528,HIGH
Lisinopril,8832,4304,Weekly,4528,HIGH
Metformin,8580,4052,Weekly,4528,HIGH
Atorvastatin,8196,3668,Weekly,4528,HIGH
Insulin,7668,3140,Monthly,4528,HIGH
Metformin,6349,1821,Weekly,4528,HIGH
Atorvastatin,7418,2890,Quarterly,4528,HIGH
Lisinopril,6736,2209,Weekly,4527,HIGH
Insulin,9973,5446,Monthly,4527,MEDIUM
Atorvastatin,7437,2910,Monthly,4527,HIGH
Metformin,7413,2886,Monthly,4527,HIGH
Insulin,9134,4608,Monthly,4526,MEDIUM
Atorvastatin,9214,4688,Weekly,4526,MEDIUM
Lisinopril,7084,2559,Weekly,4525,HIGH
Lisinopril,8097,3573,Monthly,4524,HIGH
Atorvastatin,7324,2800,Weekly,4524,HIGH
Insulin,8302,3778,Weekly,4524,HIGH
Metformin,9071,4548,Weekly,4523,MEDIUM
Metformin,6932,2409,Quarterly,4523,HIGH
Metformin,9152,4629,Quarterly,4523,MEDIUM
Metformin,7023,2500,Quarterly,4523,HIGH
Metformin,9807,5284,Quarterly,4523,MEDIUM
Lisinopril,6080,1557,Weekly,4523,HIGH
Metformin,7771,3248,Quarterly,4523,HIGH
Lisinopril,6445,1923,Quarterly,4522,HIGH
Insulin,7400,2878,Quarterly,4522,HIGH
Lisinopril,6259,1737,Weekly,4522,HIGH
Atorvastatin,6686,2164,Weekly,4522,HIGH
Lisinopril,8242,3720,Quarterly,4522,HIGH
Insulin,7074,2553,Weekly,4521,HIGH
Metformin,6273,1752,Quarterly,4521,HIGH
Insulin,6065,1544,Monthly,4521,HIGH
Atorvastatin,8443,3922,Weekly,4521,HIGH
Atorvastatin,6453,1932,Weekly,4521,HIGH
Atorvastatin,9441,4921,Monthly,4520,MEDIUM
Metformin,8141,3621,Monthly,4520,HIGH
Insulin,6425,1905,Quarterly,4520,HIGH
Insulin,9613,5093,Monthly,4520,MEDIUM
Metformin,6335,1815,Monthly,4520,HIGH
Insulin,8022,3503,Weekly,4519,HIGH
Metformin,8318,3799,Weekly,4519,HIGH
Atorvastatin,7140,2621,Weekly,4519,HIGH
Lisinopril,6358,1839,Weekly,4519,HIGH
Atorvastatin,7254,2736,Monthly,4518,HIGH
Metformin,8188,3670,Quarterly,4518,HIGH
Atorvastatin,8381,3863,Weekly,4518,HIGH
Metformin,9120,4602,Quarterly,4518,MEDIUM
Atorvastatin,6211,1693,Quarterly,4518,HIGH
Insulin,8727,4210,Quarterly,4517,HIGH
Atorvastatin,6208,1691,Monthly,4517,HIGH
Insulin,8576,4059,Quarterly,4517,HIGH
Lisinopril,7644,3127,Monthly,4517,HIGH
Atorvastatin,7129,2613,Monthly,4516,HIGH
Lisinopril,8398,3882,Monthly,4516,HIGH
Insulin,9889,5373,Quarterly,4516,MEDIUM
Lisinopril,8277,3761,Quarterly,4516,HIGH
Insulin,6513,1997,Monthly,4516,HIGH
Lisinopril,6605,2090,Weekly,4515,HIGH
Lisinopril,8762,4248,Quarterly,4514,HIGH
Atorvastatin,7188,2674,Weekly,4514,HIGH
Insulin,7311,2798,Monthly,4513,HIGH
Atorvastatin,9062,4549,Monthly,4513,MEDIUM
Insulin,7926,3413,Weekly,4513,HIGH
Atorvastatin,6305,1792,Quarterly,4513,HIGH
Metformin,7247,2734,Monthly,4513,HIGH
Lisinopril,8214,3701,Monthly,4513,HIGH
Atorvastatin,7393,2880,Monthly,4513,HIGH
Insulin,6598,2085,Weekly,4513,HIGH
Atorvastatin,6045,1533,Weekly,4512,HIGH
Atorvastatin,6910,2398,Quarterly,4512,HIGH
Metformin,9604,5093,Quarterly,4511,MEDIUM
Lisinopril,7451,2940,Quarterly,4511,HIGH
Metformin,9915,5404,Weekly,4511,MEDIUM
Atorvastatin,8344,3833,Weekly,4511,HIGH
Metformin,7647,3137,Weekly,4510,HIGH
Metformin,8752,4242,Weekly,4510,HIGH
Atorvastatin,7859,3349,Monthly,4510,HIGH
Metformin,7386,2876,Weekly,4510,HIGH
Lisinopril,9125,4615,Monthly,4510,MEDIUM
Atorvastatin,6639,2129,Monthly,4510,HIGH
